iter	RMSE
690	7.664107168
691	7.662155385
692	7.660419472
693	7.658261568
694	7.656550193
695	7.652881321
696	7.651064392
697	7.650080625
698	7.647300145
699	7.645130753
700	7.642506391
701	7.642041111
702	7.64072748
703	7.639065495
704	7.636794811
705	7.634367161
706	7.631753409
707	7.629387211
708	7.62772246
709	7.625570231
710	7.624360428
711	7.622954645
712	7.622590093
713	7.62096316
714	7.618251799
715	7.616212606
716	7.613697043
717	7.611956877
718	7.609830588
719	7.608906165
720	7.607724153
721	7.604834147
722	7.602686596
723	7.601387104
724	7.600385706
725	7.598881873
726	7.596629969
727	7.594799444
728	7.592098748
729	7.590150374
730	7.588630758
731	7.586273027
732	7.584353844
733	7.582452454
734	7.581512247
735	7.579074118
736	7.57721704
737	7.575034767
738	7.574174364
739	7.571097153
740	7.569220858
741	7.567732289
742	7.56535262
743	7.56418391
744	7.562941288
745	7.561779067
746	7.558918878
747	7.555266178
748	7.553400138
749	7.551606148
750	7.551010383
751	7.548527075
752	7.547118581
753	7.545089631
754	7.542096797
755	7.53959597
756	7.538389819
757	7.536303296
758	7.534971503
759	7.53387385
760	7.532733887
761	7.531813687
762	7.531261988
763	7.53052394
764	7.529069297
765	7.526415589
766	7.525276249
767	7.521754313
768	7.519615978
769	7.517431318
770	7.515428603
771	7.513896781
772	7.51150787
773	7.50933337
774	7.507542159
775	7.506274651
776	7.50569537
777	7.504224577
778	7.502353514
779	7.500101436
780	7.498582681
781	7.496623978
782	7.494173765
783	7.491855319
784	7.490938383
785	7.48840873
786	7.486644309
787	7.485219731
788	7.483344254
789	7.481584339
790	7.47969843
791	7.478995252
792	7.47808209
793	7.476314584
794	7.474174269
795	7.471292672
796	7.470035673
797	7.468743635
798	7.46629647
799	7.464334805
800	7.462936884
801	7.461293335
802	7.45940374
803	7.457771532
804	7.455581593
805	7.454008425
806	7.452218521
807	7.449666969
808	7.448482155
809	7.446919717
810	7.444456615
811	7.44330338
812	7.4419155
813	7.439943801
814	7.437918443
815	7.437177378
816	7.435044376
817	7.43279294
818	7.43041855
819	7.428497306
820	7.427382647
821	7.426003218
822	7.424679162
823	7.422711069
824	7.421506867
825	7.420799034
826	7.418033598
827	7.416785567
828	7.415441945
829	7.413726248
830	7.412599642
831	7.411454097
832	7.410075345
833	7.408713311
834	7.406941418
835	7.405714909
836	7.403926053
837	7.401852459
838	7.400346921
839	7.398768893
840	7.396870603
841	7.396296771
842	7.394478512
843	7.393112263
844	7.391653284
845	7.389935808
846	7.38921482
847	7.387038599
848	7.385702621
849	7.381738837
850	7.381013541
851	7.379742659
852	7.377357117
853	7.376809482
854	7.37547187
855	7.373812461
856	7.3716897
857	7.370019474
858	7.369382199
859	7.368927836
860	7.367984714
861	7.36651026
862	7.365667324
863	7.364257561
864	7.36255631
865	7.360497747
866	7.359172419
867	7.357743519
868	7.356117161
869	7.355209433
870	7.353291437
871	7.351664505
872	7.349621848
873	7.347405245
874	7.346389685
875	7.346065447
876	7.345137972
877	7.343460684
878	7.34205319
879	7.340981127
880	7.340050437
881	7.337385032
882	7.336599316
883	7.335359059
884	7.334394944
885	7.332795034
886	7.332101566
887	7.330811382
888	7.329421188
889	7.328375978
890	7.327077412
891	7.325624328
892	7.323805848
893	7.32261197
894	7.321992894
895	7.321142344
896	7.320238417
897	7.317946902
898	7.316526551
899	7.31458575
900	7.312627287
901	7.310723371
902	7.309818129
903	7.307526089
904	7.305593874
905	7.305160819
906	7.303028066
907	7.301837167
908	7.300532227
909	7.299760415
910	7.296933902
911	7.296043783
912	7.294889104
913	7.293650735
914	7.292514663
915	7.291111159
916	7.289286478
917	7.287758599
918	7.286409257
919	7.284322265
920	7.283239121
921	7.28134148
922	7.279550574
923	7.279006101
924	7.27756505
925	7.275879408
926	7.273555052
927	7.271868057
928	7.270053115
929	7.268220416
930	7.266223691
931	7.265495004
932	7.263618683
933	7.262003474
934	7.259620153
935	7.256919908
936	7.255930615
937	7.254002207
938	7.253576661
939	7.252404797
940	7.251291346
941	7.249505438
942	7.248181457
943	7.245815629
944	7.244438707
945	7.243406996
946	7.242425641
947	7.240296959
948	7.239094142
949	7.236271915
950	7.235281125
951	7.234256445
952	7.232589546
953	7.231186281
954	7.229797796
955	7.229071501
956	7.228337203
957	7.227092936
958	7.224128983
959	7.223755517
960	7.220861359
961	7.218436724
962	7.217923853
963	7.216579885
964	7.215721572
965	7.213205563
966	7.211680452
967	7.210732889
968	7.209395092
969	7.207831248
970	7.206278638
971	7.20438438
972	7.203275592
973	7.200807251
974	7.200330336
975	7.199220631
976	7.196880076
977	7.196729703
978	7.194249215
979	7.192672557
980	7.190555408
981	7.189566071
982	7.187531282
983	7.185408374
984	7.183636048
985	7.182226223
986	7.181305115
987	7.179186041
988	7.176665666
989	7.175959195
990	7.174906887
991	7.17393916
992	7.172114778
993	7.171059968
994	7.169920307
995	7.168204757
996	7.166717364
997	7.165582908
998	7.163520755
999	7.162117399
